"","x","y","Y","Ym","TW","flowpath_id","river_station","A","r"
"1",968.15,242.35,242.35,20.88,94.1999999999999,"800017253",7,1411.05345,1.09371793430482
"2",996.67,225.51,225.51,20.88,94.1999999999999,"800017253",7,1411.05345,1.09371793430482
"3",1026.74,225.51,225.51,20.88,94.1999999999999,"800017253",7,1411.05345,1.09371793430482
"4",1031.29,224.51,224.51,20.88,94.1999999999999,"800017253",7,1411.05345,1.09371793430482
"5",1035.16,225.52,225.52,20.88,94.1999999999999,"800017253",7,1411.05345,1.09371793430482
"6",1039.94,225.52,225.52,20.88,94.1999999999999,"800017253",7,1411.05345,1.09371793430482
"7",1061.98,245.31,245.31,20.88,94.1999999999999,"800017253",7,1411.05345,1.09371793430482
"8",1062.35,245.39,245.39,20.88,94.1999999999999,"800017253",7,1411.05345,1.09371793430482
